,name,department,rating,total_ratings,would take again,difficulty
1366,Amy Brock,Engineering,4.0,2 ratings,100%,4
1367,Rita Jhang,Communication,5.0,6 ratings,100%,3.2
1368,Douglas Hannah,Management,4.0,6 ratings,67%,3.3
1369,Alejandra De Angulo Sorian,Nutrition,4.3,21 ratings,96%,1.7
1370,Joel Mott,Music,5.0,1 ratings,100%,1
1371,Diana Gomez-Vazquez,Spanish amp Portuguese,4.0,4 ratings,75%,3.8
1372,Alfredo Khoshnood,English,3.0,2 ratings,50%,4
1373,Eric Price,Computer Science,2.0,2 ratings,89%,5
1374,Bill Spiller,Accounting,2.7,10 ratings,40%,3.4
1375,Diana Gomez,Spanish amp Portuguese,0.0,0 ratings,N/A,0
1376,Bradley King,English,4.5,2 ratings,100%,1.5
1377,Brett Robertson,Communication,5.0,4 ratings,100%,2.3
1378,Stephen Grand,Geology,2.0,1 ratings,0%,3
1379,Bikai Nie,Health Science,0.0,0 ratings,N/A,0
1380,Natalia Bermudez,Linguistics,2.8,6 ratings,67%,3.2
1381,Katherine Lippa,Psychology,4.0,3 ratings,67%,4.3
1382,William Smith,Communication,3.6,5 ratings,80%,3.2
1383,BJ Friedman,Nutrition,3.0,1 ratings,0%,3
1384,Mayra Ramirez,Psychology,5.0,1 ratings,100%,3
1385,Marie Fournier,French amp Italian,5.0,1 ratings,100%,3
1386,Amanda Little,Education,2.0,1 ratings,0%,2
1387,Xiaowei Michael Mei,Management amp Info Systems,4.7,3 ratings,67%,2.3
1388,Erica Fennewald,Business,4.7,3 ratings,100%,1
1389,Richard Morrisett,Pharmacy,0.0,0 ratings,N/A,0
1390,Selena Dickey,Film,5.0,4 ratings,100%,2
1391,Paul Miller,Government,0.0,0 ratings,N/A,0
1392,Stephanie Murphy,Management,0.0,0 ratings,N/A,0
1393,Steven Kornguth,First Year Experience,5.0,5 ratings,100%,1.4
1394,Ryan Fitzgerald,Religion,5.0,1 ratings,100%,2
1395,Brian Knab,Philosophy,5.0,1 ratings,100%,3
1396,Sam Gaglio,Italian,5.0,3 ratings,100%,3.3
1397,Tim Corcoran,Classics,4.5,2 ratings,100%,2.5
1398,Robbe Goris,Psychology,2.0,3 ratings,34%,4
1399,Haris Krijestorac,Business,3.5,2 ratings,50%,3.5
1400,Corinne Wong,Geology,4.0,1 ratings,100%,4
1401,Jin-A Choi,Advertising,2.0,2 ratings,0%,3.5
1402,Mattan Erez,Engineering,5.0,1 ratings,100%,3
1403,Isaac Sanchez,Engineering,0.0,0 ratings,0%,0
1404,Mark Levy,Government,5.0,5 ratings,100%,2.4
1405,Mark Hayward,Health Science,5.0,2 ratings,100%,2
1406,Shaherzad Ahmadi,Government,3.2,5 ratings,60%,3
1407,Mehmet Candas,Engineering,3.0,1 ratings,100%,3
1408,Kirsten Cather,Asian Studies,4.3,3 ratings,75%,3
1409,Deji Akinwande,Engineering,5.0,1 ratings,100%,3
1410,Michael Sockin,Finance,1.0,1 ratings,50%,3
1411,Courtney Walsh,Human Dev & Family Sciences,3.0,1 ratings,100%,3
1412,Dhananjay Raju,Computer Science,0.0,0 ratings,N/A,0
1413,Jason Derr,Physics,3.3,4 ratings,50%,2.5
1414,Hannah Harrison,Writing,0.0,0 ratings,N/A,0
1415,Mandy Kious,Business,4.0,1 ratings,100%,3
1416,Russell Bellande,Languages,5.0,1 ratings,100%,1
1417,Rozen Neupane,French & Italian,0.0,0 ratings,N/A,0
1418,Zaccheus Ahonle,Social Work,5.0,1 ratings,100%,3
1419,Korey Pereira,Communication,0.0,0 ratings,N/A,0
1420,Dia Bagchi,Biology,3.0,5 ratings,40%,3.6
1421,Tristin Hooker,Writing,5.0,2 ratings,100%,3
1422,William Louis,History,4.7,3 ratings,100%,4.3
1423,Yannis Stamatopoulos,Business,4.3,4 ratings,100%,3.3
1424,Paul Green,Management,5.0,6 ratings,100%,2.7
1425,Laura Faircloth,Linguistics,3.5,2 ratings,100%,3
1426,Jeremy Melvin,Mathematics,0.0,0 ratings,N/A,0
1427,Megan Ehrisman,Business,4.0,5 ratings,80%,1.8
1428,Richelle Crotty,Film,1.8,4 ratings,0%,2.5
1429,Michael Roberts,English,0.0,0 ratings,N/A,0
1430,Luis Urrieta,Education,4.0,2 ratings,50%,3.5
1431,Stacia Cedillo,Education,0.0,0 ratings,N/A,0
1432,Da Ku,Education,5.0,1 ratings,100%,2
1433,Andrew Krebs,Sociology,0.0,0 ratings,N/A,0
1434,Emmett Gill,Social Work,5.0,1 ratings,100%,2
1435,William Fagelson,Engineering,3.7,3 ratings,86%,4
1436,Arthur Peters,Computer Science,3.0,2 ratings,0%,3.5
1437,Kimberly Dill,Philosophy,0.0,0 ratings,N/A,0
1438,Marie-Anne Suizzo,Psychology,3.0,1 ratings,0%,2
1439,John Market,Physics,5.0,2 ratings,100%,3.5
1440,Toetap GG,Engineering,5.0,2 ratings,67%,4.5
1441,Tania Garcia-Pina,Spanish amp Portuguese,2.0,1 ratings,0%,3
1442,Lewis Spellman,Finance,0.0,0 ratings,N/A,0
1443,Jason Terrell,Medicine,0.0,0 ratings,N/A,0
1444,Rama Hamarneh,Languages,5.0,1 ratings,100%,3
1445,Stephen McCord,Chemistry,0.0,0 ratings,N/A,0
1446,Sarah Stevens,Physics,0.0,0 ratings,N/A,0
1447,Kate West,Journalism,2.5,2 ratings,50%,4
1448,Edward Shore,History,5.0,3 ratings,100%,2.7
1449,Isabel Riley,Psychology,0.0,0 ratings,N/A,0
1450,Victor Sampson,Education,0.0,0 ratings,N/A,0
1451,Michael Montgomery,Astronomy,5.0,1 ratings,100%,4
1452,Long Zhao,Mathematics,2.0,2 ratings,50%,4
1453,Richard Reddick,Education,0.0,0 ratings,100%,0
1454,Y. Sekou Bermiss,Management,4.0,1 ratings,100%,2
1455,Henry Schiller,Philosophy,0.0,0 ratings,N/A,0
1456,Peter Muller,Mathematics,5.0,1 ratings,100%,3
1457,Stanley Johanson,Law,0.0,0 ratings,N/A,0
1458,Matthias Barker,Philosophy,5.0,1 ratings,100%,2
1459,Christopher Hadlock,Mathematics,3.0,2 ratings,50%,3.5
1460,Miranda Lippold-Johnson,Film,0.0,0 ratings,N/A,0
1461,Ya'Ke Smith,Film,5.0,2 ratings,100%,2.5
1462,Jeff Hellmer,Music,4.3,13 ratings,70%,1.5
1463,Cassandra Donnelly,Classics,4.0,1 ratings,100%,4
1464,William Winslade,Medicine,4.7,6 ratings,100%,1.2
1465,Cynthia Talbot,History,3.3,3 ratings,67%,2.7
1466,Caroline Morley,Astronomy,5.0,2 ratings,100%,2.5
1467,Benjamin Zeff,Music,5.0,1 ratings,100%,1
1468,James Hoffman,Education,4.0,2 ratings,100%,2
1469,Thomas Hart,American Studies,5.0,1 ratings,100%,1
1470,Moriba Jah,Engineering,4.3,4 ratings,75%,4.5
1471,Lance Manuel,Civil Engineering,4.7,3 ratings,100%,2.7
1472,Kristina Flores,Mathematics,5.0,1 ratings,100%,3
1473,Anna Lyon,American Studies,5.0,5 ratings,100%,2.4
1474,Susan Deans-Smith,Ethnic Studies,0.0,0 ratings,N/A,0
1475,Kyle English,Education,2.3,3 ratings,34%,3
1476,Dain Donelson,Accounting,2.0,1 ratings,0%,4
1477,Luis Zayas,Social Work,0.0,0 ratings,N/A,0
1478,Kenza Yousfi,Anthropology,4.5,6 ratings,84%,3.5
1479,Indrani Chatterjee,History,3.0,3 ratings,34%,3.7
1480,Qixing Huang,Computer Science,2.4,5 ratings,34%,3
1481,Ben Hodges,Civil Engineering,2.0,1 ratings,88%,3
1482,James Henson,Government,2.5,2 ratings,0%,4
1483,Anastasia Rees,Art History,4.5,2 ratings,100%,2
1484,Deborah Webb,Social Work,0.0,0 ratings,N/A,0
1485,Hannah Trees,Philosophy,5.0,4 ratings,100%,2
1486,Roger Priebe,Engineering,4.4,5 ratings,100%,3
1487,Sukjin Han,Economics,1.5,2 ratings,0%,3.5
1488,Samuel Ginsburg,Spanish amp Portuguese,5.0,4 ratings,100%,2.5
1489,Michael Sacks,Engineering,1.0,1 ratings,0%,4
1490,Bhavani Thuraisingham,Computer Science,0.0,0 ratings,N/A,0
1491,Omoniyi Afolabi,Spanish & Portuguese,4.8,5 ratings,100%,1.8
1492,Adeline Harrington,Religion,5.0,2 ratings,100%,3.5
1493,Diane Beer,Languages,5.0,1 ratings,100%,3
1494,Thomas Staron,Mathematics,0.0,0 ratings,N/A,0
1495,Enrique Degollado,Education,5.0,1 ratings,100%,1
1496,Brenda Ayala,Education,0.0,0 ratings,N/A,0
1497,Katherine Espinoza,Education,0.0,0 ratings,N/A,0
1498,Maya Perez,Film,5.0,1 ratings,100%,3
1499,Travis Lau,English,5.0,3 ratings,100%,3.3
1500,Shubhi Sachdeva,Education,5.0,1 ratings,100%,3
1501,Seerwan Hariry,Middle Eastern Studies,5.0,1 ratings,100%,2
1502,David Crews,Biology,0.0,0 ratings,N/A,0
1503,Erin Cotter,English,5.0,3 ratings,100%,2
1504,Courtney Diranieh,Languages,5.0,2 ratings,100%,3
1505,Steven Rahn,Music,0.0,0 ratings,N/A,0
1506,Julie Irwin,Business,4.5,2 ratings,100%,2
1507,Steven Gubka,Philosophy,4.8,4 ratings,100%,2.8
1508,Jessamine Batario,Art History,5.0,3 ratings,100%,3
1509,Kyle Kercher,Engineering,5.0,1 ratings,100%,2
1510,Jason Rarick,Mathematics,4.4,29 ratings,94%,2.6
1511,Monica Penick,Design,4.0,3 ratings,67%,2.7
1512,Marisa LaGuardia,Fine Arts,5.0,1 ratings,100%,4
1513,Jin Young Kim,Religion,0.0,0 ratings,N/A,0
1514,Cody Jarman,Writing,1.0,1 ratings,50%,5
1515,Christopher Davis,Anthropology,3.0,1 ratings,0%,4
1516,Robert Freeman,Accounting,4.0,2 ratings,100%,3
1517,Roland Myers,Film,5.0,1 ratings,100%,2
1518,Francesca Beretta,French amp Italian,0.0,0 ratings,N/A,0
1519,Duncan McCoy,Mathematics,4.0,3 ratings,100%,2
1520,Jo-anne Holley,Biology,4.0,1 ratings,100%,4
1521,Marisol LeBron,Mexican American Studies,2.3,6 ratings,34%,3.7
1522,Patrick Harris,Writing,5.0,2 ratings,100%,2
1523,Elizabeth Widen,Nutrition,3.7,3 ratings,80%,2.3
1524,Saroj Bhattarai,Economics,0.0,0 ratings,N/A,0
1525,Nitya Pandalai-Nayar,Economics,0.0,0 ratings,N/A,0
1526,Rebecca Lyle,Mathematics,1.0,1 ratings,0%,3
1527,Won So,Communication,2.0,1 ratings,0%,3
1528,Adrian Trejo Nuntildeez,Computer Science,0.0,0 ratings,N/A,0
1529,Adrian Trejo Nunez,Computer Science,4.0,3 ratings,34%,3
1530,Bulmaro Jiménez,Philosophy,3.2,10 ratings,59%,3.8
1531,Zoya Heidari,Engineering,5.0,1 ratings,100%,3
1532,Susan Broniarczyk,Marketing,2.7,3 ratings,50%,4
1533,Jess Toste,Education,0.0,0 ratings,100%,0
1534,Sam Dunning,Chemistry,4.1,9 ratings,78%,2.6
1535,Erica Cizsek,Advertising,5.0,1 ratings,100%,2
1536,Noel Landuyt,Social Work,0.0,0 ratings,N/A,0
1537,Stathis Tompaidis,Finance,5.0,2 ratings,100%,2.5
1538,Elijah Fleming,Classics,0.0,0 ratings,N/A,0
1539,Andrea Blatz,French amp Italian,5.0,1 ratings,100%,1
1540,Timsal Masud,Languages,0.0,0 ratings,N/A,0
1541,Haoyuan Liu,Business,0.0,0 ratings,N/A,0
1542,Jim Law,French & Italian,3.5,2 ratings,50%,1.5
1543,Dean Spears,Economics,5.0,1 ratings,100%,3
1544,Babak Poursartip,Computer Science,3.3,3 ratings,67%,4
1545,Tim Yeh,Engineering,3.2,5 ratings,86%,4.2
1546,Samantha Reisz,Human Dev & Family Sciences,4.0,2 ratings,67%,2
1547,Patricia Roberts-Miller,Writing,5.0,4 ratings,100%,5
1548,Zhuojun Gu,Management & Info Systems,0.0,0 ratings,N/A,0
1549,Hana Masri,Communication,5.0,1 ratings,100%,3
1550,Chelsea Brass,Communication,3.7,8 ratings,50%,2.9
1551,Jose Ovalle,Music,5.0,3 ratings,100%,2
1552,Jeff Neely,Design,4.0,1 ratings,100%,4
1553,Mikala Gibson,Film,0.0,0 ratings,N/A,0
1554,Katharine Tillman,Psychology,3.0,2 ratings,50%,3.5
1555,Jacqueline Woolley,Psychology,5.0,1 ratings,100%,2
1556,Robert Hutchings,Political Science,0.0,0 ratings,N/A,0
1557,Jose Villagran,Anthropology,5.0,1 ratings,100%,3
1558,Keshav Pingali,Computer Science,5.0,2 ratings,100%,2
1559,Audrey Blood,Fine Arts,5.0,1 ratings,100%,5
1560,Ben Crowther,History,4.0,1 ratings,100%,3
1561,Sean Thompson,Advertising,4.5,2 ratings,100%,2.5
1562,Lexi Perez,Mexican American Studies,5.0,1 ratings,100%,1
1563,Tasha Davis,Management,3.5,2 ratings,100%,4
1564,Amber Clark,English,4.0,1 ratings,100%,2
1565,Huntress Granger,Business,0.0,0 ratings,N/A,0
1566,Granger Huntress,Business,4.0,1 ratings,100%,3
1567,Paola Passalacqua,Civil Engineering,5.0,1 ratings,100%,4
1568,Justin Hart,Computer Science,3.5,2 ratings,100%,4
1569,Kirsten Meemann,Linguistics,4.0,2 ratings,100%,3
1570,Joseph Lindsey,Communication,4.3,3 ratings,100%,3
1571,Dhiraj Murthy,Journalism,5.0,1 ratings,100%,4
1572,Ariel Taylor,Education,5.0,2 ratings,100%,2.5
1573,Melissa Kemp,Education,0.0,0 ratings,N/A,0
1574,Rodolfo Alaniz,History,5.0,1 ratings,100%,3
1575,Elliott Turley,English,5.0,1 ratings,100%,3
1576,James Branham,Government,0.0,0 ratings,N/A,0
1577,Marisol Bayona-Roman,Languages,4.6,9 ratings,100%,2.6
1578,Gabriela Perez,Spanish amp Portuguese,5.0,1 ratings,100%,3
1579,Christina Fragale,Special Education,5.0,1 ratings,100%,1
1580,Corey Hannah,Kinesiology amp Health,5.0,1 ratings,100%,3
1581,Wayne Lee,Kinesiology amp Health,4.0,1 ratings,100%,1
1582,Yuebing Zheng,Engineering,0.0,0 ratings,100%,0
1583,Recep Birgul,Civil Engineering,0.0,0 ratings,N/A,0
1584,R. Gill,Architecture,2.0,1 ratings,0%,4
1585,Mark Helper,Geology,0.0,0 ratings,N/A,0
1586,Joshua Sears,Classics,0.0,0 ratings,N/A,0
1587,Sarah Stephens,Physics,5.0,1 ratings,100%,2
1588,Sophia Gilmson,Music,0.0,0 ratings,N/A,0
1589,Willem De Beer,Music,5.0,1 ratings,100%,3
1590,Matthew Balhoff,Engineering,3.3,4 ratings,50%,3.8
1591,Surya Santoso,Engineering,0.0,0 ratings,N/A,0
1592,Indranil Bardhan,Management & Info Systems,0.0,0 ratings,N/A,0
1593,Greg Durrett,Computer Science,5.0,3 ratings,100%,3.3
1594,Briana Barner,Film,3.0,2 ratings,50%,1
1595,Bruce Boville,Middle Eastern Studies,2.0,5 ratings,20%,4
1596,Peter Russell,Government,5.0,2 ratings,100%,2.5
1597,Dan Welcher,Music,0.0,0 ratings,N/A,0
1598,Jefferson Perry,Physics,0.0,0 ratings,N/A,0
1599,Alexis Riley,Theatre & Dance,5.0,1 ratings,100%,2
1600,Robert Deans,Biology,5.0,2 ratings,100%,3
1601,Mathaniel Rossi,Communication,0.0,0 ratings,N/A,0
1602,Daniella Rempe,Geology,3.7,4 ratings,60%,3.2
1603,ASHLEIGH aviles,Human Dev amp Family Sciences,5.0,1 ratings,100%,2
1604,Jeffrey Abramson,Government,4.5,2 ratings,100%,4
1605,Brad Haggadone,Communication,5.0,1 ratings,100%,3
1606,David walker,Chemistry,0.0,0 ratings,N/A,0
1607,Alicia Link,Fine Arts,4.0,1 ratings,100%,4
1608,Abena Mackall,Social Work,5.0,1 ratings,100%,4
1609,James Andrew,Philosophy,4.0,1 ratings,100%,2
1610,Jason Wilkins,Design,5.0,1 ratings,50%,4
1611,Laura Swarts,Nursing,1.0,1 ratings,0%,5
1612,Tracy Zhang,Communication,3.0,1 ratings,0%,4
1613,Jamila Davey,Middle Eastern Studies,4.5,2 ratings,100%,3.5
1614,Jason Wehling,Journalism,0.0,0 ratings,100%,0
1615,Eve Nicols,Humanities,0.0,0 ratings,N/A,0
1616,Jon Tamir,Engineering,5.0,1 ratings,100%,4
1617,Tommy Darwin,Communication,5.0,1 ratings,100%,3
1618,Kristian Jones,Social Work,4.0,1 ratings,100%,3
1619,Colleen Arnold,Social Work,3.0,1 ratings,100%,2
1620,Jimena Perry,History,4.0,2 ratings,100%,2.5
1621,Abhi Ramchandani,Accounting,0.0,0 ratings,N/A,0
1622,Keith Brown,Finance,4.0,1 ratings,100%,3
1623,Nathan Sportsman,Computer Science,0.0,0 ratings,N/A,0
1624,Bronwyn Stippa,Philosophy,4.0,1 ratings,100%,4
1625,Michael Orshansky,Engineering,3.5,2 ratings,100%,3
1626,Teresa Bailey,Nursing,5.0,1 ratings,100%,3
1627,Kolina Koltai,Information Science,0.0,0 ratings,N/A,0
1628,Megan Alrutz,Theater,0.0,0 ratings,N/A,0
1629,Marylise Rilliard,French & Italian,5.0,1 ratings,100%,3
1630,Mike Akel,Film,5.0,1 ratings,100%,3
1631,Dorothy Mcketta,Art History,5.0,5 ratings,100%,3.2
1632,Bernard David,Physics,3.0,1 ratings,100%,2
1633,Julie Maslowsky,Kinesiology amp Health,5.0,2 ratings,100%,1.5
1634,Susan Nold,Communication,5.0,1 ratings,100%,3
1635,Amy Simmons,Music,0.0,0 ratings,N/A,0
1636,Hovav Shacham,Computer Science,2.0,1 ratings,67%,5
1637,Vitor Cerqueira Dassie,Spanish & Portuguese,2.0,1 ratings,0%,4
1638,Ashley Kuchar,Education,5.0,1 ratings,100%,2
1639,Lauren Yeager,Marine Sciences,0.0,0 ratings,N/A,0
1640,Katy Polston,Human Dev amp Family Sciences,5.0,1 ratings,100%,3
1641,Reid Echols,English,5.0,6 ratings,100%,3
1642,Dalton Walthall,Classics,0.0,0 ratings,100%,0
1643,Michael Scott,Computer Science,0.0,0 ratings,100%,0
1644,Alma Mena,Social Work,0.0,0 ratings,N/A,0
1645,Raelynn Gosse,English,4.0,1 ratings,100%,4
1646,Philip Moniz,Government,0.0,0 ratings,N/A,0
1647,David Bogard,Engineering,0.0,0 ratings,N/A,0
1648,Michael Everdell,Linguistics,0.0,0 ratings,N/A,0
1649,Rebecca Switzer,Theatre amp Dance,0.0,0 ratings,N/A,0
1650,Thomas Leslie,Spanish & Portuguese,5.0,2 ratings,100%,3
1651,Delaney Harness,Communication,1.0,1 ratings,0%,2
1652,Amanda Bush,Italian,5.0,1 ratings,100%,3
1653,Kalli Doubleday,Geography,1.0,1 ratings,0%,5
1654,Daniel Leahy,Biology,0.0,0 ratings,N/A,0
1655,Chris Reilly,Physics,2.3,3 ratings,0%,4.3
1656,James Lowery,Finance,0.0,0 ratings,100%,0
1657,Krzysztof Piekarski,Writing,1.4,5 ratings,29%,4.8
1658,Robert Brenner,Design,0.0,0 ratings,N/A,0
1659,Jennifer Sukis,Design,0.0,0 ratings,N/A,0
1660,Stacey Jordan,Social Work,0.0,0 ratings,N/A,0
1661,Laura Gutierrez,Ethnic Studies,1.0,1 ratings,0%,1
1662,Dena Afrasiabi,Middle Eastern Studies,1.0,1 ratings,0%,2
1663,Sebastian Hohenberg,Marketing,2.5,2 ratings,50%,3.5
1664,Christa Rose,Advertising,0.0,0 ratings,N/A,0
1665,Zachary Mcgee,Government,3.8,4 ratings,50%,3
1666,Loren Cressler,English,4.0,3 ratings,67%,2.7
1667,Natalie Brown Devlin,Advertising,2.0,1 ratings,0%,4
1668,Sunil Badal,Chemistry,0.0,0 ratings,N/A,0
1669,Scott Graham,Writing,4.7,3 ratings,100%,3.7
1670,Jude Osara,Engineering,4.0,1 ratings,100%,3
1671,Erin Reilly,Advertising,3.0,6 ratings,67%,4.2
1672,Marika Cabral,Economics,0.0,0 ratings,N/A,0
1673,Adam Clulow,History,4.7,3 ratings,100%,3
1674,Bogdan Perzynski,Fine Arts,0.0,0 ratings,N/A,0
1675,DeAnn Heath,Advertising,5.0,1 ratings,100%,2
1676,Sean Albertson,Government,0.0,0 ratings,100%,0
1677,Kendrea Austin,Kinesiology amp Health,0.0,0 ratings,N/A,0
1678,Jeannie McKetta,Art History,3.0,1 ratings,0%,2
1679,Jeffrey Gan,Theatre amp Dance,5.0,1 ratings,100%,2
1680,Maria Sidorkina,Anthropology,0.0,0 ratings,100%,0
1681,Paul Merville,Medicine,0.0,0 ratings,N/A,0
1682,David Barny,French & Italian,5.0,3 ratings,100%,3.7
1683,Jared Jensen,Communication,4.5,2 ratings,100%,2
1684,Andrea Remoquillo,Asian Studies,4.0,2 ratings,50%,4
1685,Leah Yacknin-Dawson,English,4.0,1 ratings,100%,2
1686,Martin Sandoval,Computer Science,0.0,0 ratings,100%,0
1687,Sarah Baker,Languages,5.0,1 ratings,100%,3
1688,Amanda Evans,Philosophy,4.0,7 ratings,72%,2.4
1689,Nathan Rossi,Film,5.0,1 ratings,100%,2
1690,Sanaz Talaifar,Psychology,5.0,1 ratings,100%,4
1691,william allensworth,Law,0.0,0 ratings,N/A,0
1692,Andrew Del Rio,Philosophy,5.0,1 ratings,100%,2
1693,Kirk Evoy,Pharmacy,0.0,0 ratings,N/A,0
1694,Andrew Normann,Music,0.0,0 ratings,N/A,0
1695,Juan Murcia-Delso,Engineering,4.0,1 ratings,100%,4
1696,Michelle Velasquez-Potts,Women's Studies,4.0,1 ratings,0%,3
1697,Nancy Guillet,Nursing,5.0,1 ratings,100%,3
1698,Vinh Nguyen,Nursing,5.0,1 ratings,100%,1
1699,Cindy Fitchpatrick,Human Dev & Family Sciences,2.0,1 ratings,0%,2
1700,Rachel Piwarski,Writing,0.0,0 ratings,N/A,0
1701,Nadoo Mida,Pharmacy,0.0,0 ratings,N/A,0
1702,Jaime Schmidt,Accounting,0.0,0 ratings,N/A,0
1703,Jeffrey Wilson,Religion,0.0,0 ratings,100%,0
1704,Hiilei Hobart,Anthropology,0.0,0 ratings,N/A,0
1705,Maria Skouras,Social Science,5.0,3 ratings,100%,1.7
1706,David Mitlin,Engineering,1.5,2 ratings,34%,3.5
1707,Grani Hanasusanto,Engineering,4.3,3 ratings,100%,2.7
1708,Christen Julien,Engineering,0.0,0 ratings,100%,0
1709,Lane Stanley,Theater,4.0,1 ratings,100%,1
1710,Mason Rosenthal,Theater,4.0,4 ratings,75%,2
1711,Juan Reyes,Management & Info Systems,0.0,0 ratings,N/A,0
1712,Rachel Tessmer,Communication,5.0,1 ratings,100%,2
1713,Inbal Leibovits,Communication,3.0,2 ratings,50%,3.5
1714,Amy Wolf,Biology,0.0,0 ratings,N/A,0
1715,Judson Barber,American Studies,5.0,3 ratings,100%,2.3
1716,Matthew Mcconnaghey,Film,0.0,0 ratings,N/A,0
1717,Swarat Chaudhuri,Computer Science,0.0,0 ratings,N/A,0
1718,Christin Davis,Theatre amp Dance,3.6,5 ratings,60%,2.8
1719,Lucien Douglas,Theater,4.8,6 ratings,100%,1.7
1720,Kate Cronin,Film,4.8,7 ratings,86%,2.2
1721,Erin Rodriguez,Education,0.0,0 ratings,N/A,0
1722,Robin Smith,Social Work,0.0,0 ratings,N/A,0
1723,Bruce Porter,Computer Science,3.9,12 ratings,75%,2.3
1724,Kwok Wu,Computer Science,4.0,2 ratings,100%,1.5
1725,Mona Mehedy,Biology,2.8,16 ratings,100%,4.5
1726,Christopher Roldan,Film,0.0,0 ratings,N/A,0
1727,Matthew Breece,English,5.0,4 ratings,100%,3
1728,Kemper Lipscomb,Education,5.0,1 ratings,100%,3
1729,Mian Jia,Communication,0.0,0 ratings,N/A,0
1730,Norian Caporale-Berkowitz,Education,0.0,0 ratings,N/A,0
1731,Marc Pierce,American Studies,5.0,1 ratings,100%,2
1732,Kari McDonald,Nursing,3.7,3 ratings,75%,2
1733,Junyi Li,Linguistics,3.0,3 ratings,75%,3
1734,Samuel Lipman,Film,0.0,0 ratings,N/A,0
1735,Hyun Jung Kim,Engineering,5.0,1 ratings,100%,3
1736,Tim Scott,Advertising,5.0,2 ratings,100%,3
1737,Naoko Suito,Languages,3.3,8 ratings,63%,2.5
1738,Sara Diamond,Geography,1.7,3 ratings,0%,3.3
1739,Amelia Kahn,Philosophy,5.0,2 ratings,100%,3.5
1740,Liesl Nydegger,Health Science,3.7,3 ratings,75%,2
1741,James Golby,Government,5.0,1 ratings,100%,3
1742,Rebecca Rossen,Dance,4.2,26 ratings,86%,2.7
1743,Patricia Johansson,Languages,0.0,0 ratings,100%,0
1744,Deane Swanson,Kinesiology & Health,3.7,3 ratings,67%,4
1745,Jinjin Yan,Nursing,1.3,3 ratings,0%,2.3
1746,Rusty Cloyes,Theater,5.0,2 ratings,100%,1.5
1747,Madge Darlington,Theatre & Dance,3.5,2 ratings,75%,3
1748,Emily Quigley,Journalism,5.0,3 ratings,100%,3.3
1749,Nanette Acosta,Theatre & Dance,5.0,1 ratings,100%,3
1750,Sujay Sanghavi,Engineering,1.0,2 ratings,0%,4.5
1751,Yan Zhang,Biology,5.0,1 ratings,100%,2
1752,Paul Damien,Business,3.2,11 ratings,69%,3.5
1753,Jeongin Lee,Music,0.0,0 ratings,N/A,0
1754,Rachelle Chiang,Health Science,4.0,5 ratings,100%,3.6
1755,Ann Reynolds,Art History,4.5,7 ratings,100%,3
1756,Paul Bommer,Engineering,3.7,3 ratings,67%,3.7
1757,Lauri Kytomaa,Economics,1.0,1 ratings,0%,5
1758,Donna Kornhaber,English,4.4,30 ratings,94%,2.2
1759,S. V. Sreenivasan,Engineering,0.0,0 ratings,100%,0
1760,Steve Swinnea,Engineering,3.3,4 ratings,84%,3
1761,Annie Bares,English,4.0,2 ratings,50%,2.5
1762,Michele Hildrum,Management,2.0,1 ratings,0%,4
1763,Joseph Cozza,Government,5.0,3 ratings,100%,2.3
1764,Samantha Santacruz,Engineering,4.0,1 ratings,100%,2
1765,Haleigh Wallace,Spanish & Portuguese,4.0,1 ratings,0%,4
1766,Patricia Clayton,Engineering,4.7,3 ratings,100%,2.7
1767,Brandon Jones,Engineering,2.0,1 ratings,50%,4
1768,Diana Norton,Spanish & Portuguese,4.0,1 ratings,100%,3
1769,Bob George,Accounting,3.0,1 ratings,100%,3
1770,Emily Porter,Engineering,4.5,2 ratings,100%,3
1771,Carey King,Geology,2.5,4 ratings,20%,3.5
1772,Zach Blaesi,Philosophy,4.5,13 ratings,94%,2.1
1773,Michael Mosser,Government,5.0,10 ratings,100%,3.1
1774,Thomas Palaima,Classics,3.7,20 ratings,55%,2.6
1775,Steven Phelps,Biology,3.3,7 ratings,78%,3.7
1776,Stefano Eusepi,Economics,4.5,2 ratings,100%,3
1777,Karl Gebhardt,Astronomy,4.0,34 ratings,100%,3.3
1778,Gray Garmon,Design,5.0,2 ratings,100%,2
1779,Felicity Muth,Biology,3.0,2 ratings,75%,3
1780,Jacob Ptacek,Writing,4.6,9 ratings,100%,2.1
1781,Risto Miikkulainen,Computer Science,1.6,12 ratings,17%,4
1782,Grace Gibson,Classics,5.0,2 ratings,100%,2
1783,Yukie Aida,Languages,4.8,11 ratings,80%,2.7
1784,Megan Pearson,Information Studies,2.0,1 ratings,0%,3
1785,Vishy Iyer,Biology,5.0,1 ratings,100%,3
1786,William Finney,Management & Info Systems,0.0,0 ratings,N/A,0
1787,Viswanath Iyer,Biology,4.0,1 ratings,100%,3
1788,kt shorb,Asian Studies,0.0,0 ratings,N/A,0
1789,Abigail Weitzman,Sociology,0.0,0 ratings,50%,0
1790,Kieth Freidman,Engineering,5.0,2 ratings,100%,1.5
1791,Grant Willson,Engineering,2.0,1 ratings,0%,5
1792,Jessica Barr,Nursing,0.0,0 ratings,N/A,0
1793,Michelle Peterson,Design,0.0,0 ratings,N/A,0
